image_path,target
./image_data/preprocessing_images\S\S528.jpg,18.0
./image_data/preprocessing_images\M\M349.jpg,12.0
./image_data/preprocessing_images\R\R152.jpg,17.0
./image_data/preprocessing_images\Q\Q154.jpg,16.0
./image_data/preprocessing_images\H\H18.jpg,7.0
./image_data/preprocessing_images\del\del324.jpg,26.0
./image_data/preprocessing_images\nothing\nothing504.jpg,27.0
./image_data/preprocessing_images\R\R337.jpg,17.0
./image_data/preprocessing_images\B\B29.jpg,1.0
./image_data/preprocessing_images\J\J148.jpg,9.0
./image_data/preprocessing_images\R\R385.jpg,17.0
./image_data/preprocessing_images\X\X553.jpg,23.0
./image_data/preprocessing_images\K\K144.jpg,10.0
./image_data/preprocessing_images\L\L495.jpg,11.0
./image_data/preprocessing_images\S\S49.jpg,18.0
./image_data/preprocessing_images\C\C435.jpg,2.0
./image_data/preprocessing_images\G\G468.jpg,6.0
./image_data/preprocessing_images\C\C964.jpg,2.0
./image_data/preprocessing_images\N\N759.jpg,13.0
./image_data/preprocessing_images\Y\Y519.jpg,24.0
./image_data/preprocessing_images\V\V886.jpg,21.0
./image_data/preprocessing_images\Y\Y38.jpg,24.0
./image_data/preprocessing_images\D\D582.jpg,3.0
./image_data/preprocessing_images\S\S791.jpg,18.0
./image_data/preprocessing_images\M\M172.jpg,12.0
./image_data/preprocessing_images\del\del500.jpg,26.0
./image_data/preprocessing_images\G\G232.jpg,6.0
./image_data/preprocessing_images\V\V701.jpg,21.0
./image_data/preprocessing_images\Z\Z566.jpg,25.0
./image_data/preprocessing_images\E\E543.jpg,4.0
./image_data/preprocessing_images\Z\Z344.jpg,25.0
./image_data/preprocessing_images\A\A874.jpg,0.0
./image_data/preprocessing_images\del\del279.jpg,26.0
./image_data/preprocessing_images\G\G957.jpg,6.0
./image_data/preprocessing_images\Z\Z957.jpg,25.0
./image_data/preprocessing_images\M\M85.jpg,12.0
./image_data/preprocessing_images\I\I154.jpg,8.0
./image_data/preprocessing_images\A\A329.jpg,0.0
./image_data/preprocessing_images\W\W797.jpg,22.0
./image_data/preprocessing_images\X\X690.jpg,23.0
./image_data/preprocessing_images\H\H940.jpg,7.0
./image_data/preprocessing_images\W\W788.jpg,22.0
./image_data/preprocessing_images\L\L276.jpg,11.0
./image_data/preprocessing_images\G\G508.jpg,6.0
./image_data/preprocessing_images\O\O232.jpg,14.0
./image_data/preprocessing_images\I\I962.jpg,8.0
./image_data/preprocessing_images\Y\Y431.jpg,24.0
./image_data/preprocessing_images\G\G991.jpg,6.0
./image_data/preprocessing_images\J\J726.jpg,9.0
./image_data/preprocessing_images\Z\Z752.jpg,25.0
./image_data/preprocessing_images\space\space798.jpg,28.0
./image_data/preprocessing_images\N\N849.jpg,13.0
./image_data/preprocessing_images\nothing\nothing359.jpg,27.0
./image_data/preprocessing_images\G\G209.jpg,6.0
./image_data/preprocessing_images\H\H215.jpg,7.0
./image_data/preprocessing_images\nothing\nothing753.jpg,27.0
./image_data/preprocessing_images\U\U20.jpg,20.0
./image_data/preprocessing_images\I\I192.jpg,8.0
./image_data/preprocessing_images\F\F765.jpg,5.0
./image_data/preprocessing_images\E\E815.jpg,4.0
./image_data/preprocessing_images\N\N841.jpg,13.0
./image_data/preprocessing_images\H\H414.jpg,7.0
./image_data/preprocessing_images\X\X256.jpg,23.0
./image_data/preprocessing_images\U\U563.jpg,20.0
./image_data/preprocessing_images\L\L831.jpg,11.0
./image_data/preprocessing_images\E\E348.jpg,4.0
./image_data/preprocessing_images\N\N490.jpg,13.0
./image_data/preprocessing_images\Z\Z117.jpg,25.0
./image_data/preprocessing_images\A\A582.jpg,0.0
./image_data/preprocessing_images\P\P778.jpg,15.0
./image_data/preprocessing_images\K\K45.jpg,10.0
./image_data/preprocessing_images\J\J645.jpg,9.0
./image_data/preprocessing_images\A\A791.jpg,0.0
./image_data/preprocessing_images\Q\Q483.jpg,16.0
./image_data/preprocessing_images\E\E535.jpg,4.0
./image_data/preprocessing_images\nothing\nothing389.jpg,27.0
./image_data/preprocessing_images\A\A868.jpg,0.0
./image_data/preprocessing_images\Y\Y447.jpg,24.0
./image_data/preprocessing_images\V\V991.jpg,21.0
./image_data/preprocessing_images\N\N996.jpg,13.0
./image_data/preprocessing_images\Y\Y215.jpg,24.0
./image_data/preprocessing_images\S\S558.jpg,18.0
./image_data/preprocessing_images\nothing\nothing524.jpg,27.0
./image_data/preprocessing_images\O\O833.jpg,14.0
./image_data/preprocessing_images\K\K757.jpg,10.0
./image_data/preprocessing_images\F\F23.jpg,5.0
./image_data/preprocessing_images\del\del663.jpg,26.0
./image_data/preprocessing_images\G\G560.jpg,6.0
./image_data/preprocessing_images\F\F221.jpg,5.0
./image_data/preprocessing_images\del\del588.jpg,26.0
./image_data/preprocessing_images\B\B391.jpg,1.0
./image_data/preprocessing_images\Q\Q847.jpg,16.0
./image_data/preprocessing_images\W\W654.jpg,22.0
./image_data/preprocessing_images\O\O332.jpg,14.0
./image_data/preprocessing_images\E\E718.jpg,4.0
./image_data/preprocessing_images\C\C256.jpg,2.0
./image_data/preprocessing_images\C\C490.jpg,2.0
./image_data/preprocessing_images\K\K66.jpg,10.0
./image_data/preprocessing_images\M\M188.jpg,12.0
./image_data/preprocessing_images\W\W200.jpg,22.0
./image_data/preprocessing_images\H\H830.jpg,7.0
./image_data/preprocessing_images\R\R883.jpg,17.0
./image_data/preprocessing_images\K\K385.jpg,10.0
./image_data/preprocessing_images\Q\Q172.jpg,16.0
./image_data/preprocessing_images\L\L193.jpg,11.0
./image_data/preprocessing_images\O\O134.jpg,14.0
./image_data/preprocessing_images\W\W208.jpg,22.0
./image_data/preprocessing_images\A\A935.jpg,0.0
./image_data/preprocessing_images\H\H140.jpg,7.0
./image_data/preprocessing_images\B\B493.jpg,1.0
./image_data/preprocessing_images\M\M238.jpg,12.0
./image_data/preprocessing_images\Z\Z164.jpg,25.0
./image_data/preprocessing_images\E\E997.jpg,4.0
./image_data/preprocessing_images\Q\Q471.jpg,16.0
./image_data/preprocessing_images\S\S701.jpg,18.0
./image_data/preprocessing_images\I\I869.jpg,8.0
./image_data/preprocessing_images\C\C456.jpg,2.0
./image_data/preprocessing_images\N\N927.jpg,13.0
./image_data/preprocessing_images\D\D796.jpg,3.0
./image_data/preprocessing_images\O\O578.jpg,14.0
./image_data/preprocessing_images\M\M3.jpg,12.0
./image_data/preprocessing_images\N\N720.jpg,13.0
./image_data/preprocessing_images\Q\Q359.jpg,16.0
./image_data/preprocessing_images\Z\Z323.jpg,25.0
./image_data/preprocessing_images\L\L935.jpg,11.0
./image_data/preprocessing_images\E\E129.jpg,4.0
./image_data/preprocessing_images\K\K756.jpg,10.0
./image_data/preprocessing_images\Q\Q422.jpg,16.0
./image_data/preprocessing_images\nothing\nothing623.jpg,27.0
./image_data/preprocessing_images\P\P521.jpg,15.0
./image_data/preprocessing_images\W\W89.jpg,22.0
./image_data/preprocessing_images\Y\Y648.jpg,24.0
./image_data/preprocessing_images\O\O585.jpg,14.0
./image_data/preprocessing_images\Y\Y267.jpg,24.0
./image_data/preprocessing_images\W\W732.jpg,22.0
./image_data/preprocessing_images\G\G986.jpg,6.0
./image_data/preprocessing_images\L\L325.jpg,11.0
./image_data/preprocessing_images\N\N316.jpg,13.0
./image_data/preprocessing_images\D\D293.jpg,3.0
./image_data/preprocessing_images\M\M463.jpg,12.0
./image_data/preprocessing_images\I\I411.jpg,8.0
./image_data/preprocessing_images\I\I939.jpg,8.0
./image_data/preprocessing_images\S\S274.jpg,18.0
./image_data/preprocessing_images\E\E961.jpg,4.0
./image_data/preprocessing_images\nothing\nothing698.jpg,27.0
./image_data/preprocessing_images\U\U819.jpg,20.0
./image_data/preprocessing_images\B\B578.jpg,1.0
./image_data/preprocessing_images\W\W46.jpg,22.0
./image_data/preprocessing_images\N\N636.jpg,13.0
./image_data/preprocessing_images\J\J10.jpg,9.0
./image_data/preprocessing_images\U\U448.jpg,20.0
./image_data/preprocessing_images\M\M694.jpg,12.0
./image_data/preprocessing_images\nothing\nothing428.jpg,27.0
./image_data/preprocessing_images\H\H552.jpg,7.0
./image_data/preprocessing_images\F\F770.jpg,5.0
./image_data/preprocessing_images\B\B581.jpg,1.0
./image_data/preprocessing_images\C\C768.jpg,2.0
./image_data/preprocessing_images\nothing\nothing253.jpg,27.0
./image_data/preprocessing_images\space\space351.jpg,28.0
./image_data/preprocessing_images\B\B652.jpg,1.0
./image_data/preprocessing_images\T\T268.jpg,19.0
./image_data/preprocessing_images\O\O698.jpg,14.0
./image_data/preprocessing_images\N\N821.jpg,13.0
./image_data/preprocessing_images\J\J697.jpg,9.0
./image_data/preprocessing_images\N\N65.jpg,13.0
./image_data/preprocessing_images\T\T738.jpg,19.0
./image_data/preprocessing_images\P\P594.jpg,15.0
./image_data/preprocessing_images\Y\Y372.jpg,24.0
./image_data/preprocessing_images\E\E457.jpg,4.0
./image_data/preprocessing_images\Y\Y869.jpg,24.0
./image_data/preprocessing_images\X\X470.jpg,23.0
./image_data/preprocessing_images\J\J75.jpg,9.0
./image_data/preprocessing_images\Q\Q33.jpg,16.0
./image_data/preprocessing_images\M\M900.jpg,12.0
./image_data/preprocessing_images\A\A665.jpg,0.0
./image_data/preprocessing_images\del\del294.jpg,26.0
./image_data/preprocessing_images\P\P224.jpg,15.0
./image_data/preprocessing_images\P\P664.jpg,15.0
./image_data/preprocessing_images\V\V581.jpg,21.0
./image_data/preprocessing_images\V\V132.jpg,21.0
./image_data/preprocessing_images\A\A694.jpg,0.0
./image_data/preprocessing_images\space\space378.jpg,28.0
./image_data/preprocessing_images\V\V301.jpg,21.0
./image_data/preprocessing_images\P\P463.jpg,15.0
./image_data/preprocessing_images\Q\Q685.jpg,16.0
./image_data/preprocessing_images\K\K929.jpg,10.0
./image_data/preprocessing_images\A\A201.jpg,0.0
./image_data/preprocessing_images\del\del676.jpg,26.0
./image_data/preprocessing_images\X\X537.jpg,23.0
./image_data/preprocessing_images\J\J143.jpg,9.0
./image_data/preprocessing_images\P\P687.jpg,15.0
./image_data/preprocessing_images\I\I221.jpg,8.0
./image_data/preprocessing_images\W\W982.jpg,22.0
./image_data/preprocessing_images\O\O540.jpg,14.0
./image_data/preprocessing_images\L\L395.jpg,11.0
./image_data/preprocessing_images\G\G285.jpg,6.0
./image_data/preprocessing_images\S\S597.jpg,18.0
./image_data/preprocessing_images\T\T883.jpg,19.0
./image_data/preprocessing_images\del\del710.jpg,26.0
./image_data/preprocessing_images\A\A590.jpg,0.0
./image_data/preprocessing_images\B\B27.jpg,1.0
./image_data/preprocessing_images\J\J691.jpg,9.0
./image_data/preprocessing_images\W\W405.jpg,22.0
./image_data/preprocessing_images\del\del849.jpg,26.0
./image_data/preprocessing_images\Q\Q267.jpg,16.0
./image_data/preprocessing_images\E\E527.jpg,4.0
./image_data/preprocessing_images\C\C684.jpg,2.0
./image_data/preprocessing_images\T\T453.jpg,19.0
./image_data/preprocessing_images\A\A973.jpg,0.0
./image_data/preprocessing_images\J\J608.jpg,9.0
./image_data/preprocessing_images\B\B527.jpg,1.0
./image_data/preprocessing_images\I\I365.jpg,8.0
./image_data/preprocessing_images\Q\Q433.jpg,16.0
./image_data/preprocessing_images\R\R807.jpg,17.0
./image_data/preprocessing_images\Z\Z981.jpg,25.0
./image_data/preprocessing_images\space\space248.jpg,28.0
./image_data/preprocessing_images\Q\Q807.jpg,16.0
./image_data/preprocessing_images\X\X244.jpg,23.0
./image_data/preprocessing_images\I\I279.jpg,8.0
./image_data/preprocessing_images\T\T641.jpg,19.0
./image_data/preprocessing_images\Y\Y423.jpg,24.0
./image_data/preprocessing_images\F\F882.jpg,5.0
./image_data/preprocessing_images\P\P121.jpg,15.0
./image_data/preprocessing_images\E\E666.jpg,4.0
./image_data/preprocessing_images\N\N111.jpg,13.0
./image_data/preprocessing_images\T\T688.jpg,19.0
./image_data/preprocessing_images\D\D170.jpg,3.0
./image_data/preprocessing_images\G\G802.jpg,6.0
./image_data/preprocessing_images\X\X626.jpg,23.0
./image_data/preprocessing_images\T\T710.jpg,19.0
./image_data/preprocessing_images\N\N467.jpg,13.0
./image_data/preprocessing_images\C\C898.jpg,2.0
./image_data/preprocessing_images\J\J168.jpg,9.0
./image_data/preprocessing_images\O\O260.jpg,14.0
./image_data/preprocessing_images\S\S848.jpg,18.0
./image_data/preprocessing_images\G\G572.jpg,6.0
./image_data/preprocessing_images\H\H443.jpg,7.0
./image_data/preprocessing_images\F\F829.jpg,5.0
./image_data/preprocessing_images\space\space872.jpg,28.0
./image_data/preprocessing_images\R\R727.jpg,17.0
./image_data/preprocessing_images\J\J738.jpg,9.0
./image_data/preprocessing_images\U\U181.jpg,20.0
./image_data/preprocessing_images\B\B538.jpg,1.0
./image_data/preprocessing_images\S\S61.jpg,18.0
./image_data/preprocessing_images\T\T58.jpg,19.0
./image_data/preprocessing_images\E\E926.jpg,4.0
./image_data/preprocessing_images\O\O966.jpg,14.0
./image_data/preprocessing_images\Z\Z593.jpg,25.0
./image_data/preprocessing_images\A\A442.jpg,0.0
./image_data/preprocessing_images\V\V595.jpg,21.0
./image_data/preprocessing_images\M\M697.jpg,12.0
./image_data/preprocessing_images\K\K544.jpg,10.0
./image_data/preprocessing_images\Y\Y914.jpg,24.0
./image_data/preprocessing_images\A\A255.jpg,0.0
./image_data/preprocessing_images\U\U428.jpg,20.0
./image_data/preprocessing_images\nothing\nothing38.jpg,27.0
./image_data/preprocessing_images\M\M19.jpg,12.0
./image_data/preprocessing_images\H\H922.jpg,7.0
./image_data/preprocessing_images\nothing\nothing750.jpg,27.0
./image_data/preprocessing_images\D\D390.jpg,3.0
./image_data/preprocessing_images\space\space232.jpg,28.0
./image_data/preprocessing_images\Q\Q718.jpg,16.0
./image_data/preprocessing_images\A\A553.jpg,0.0
./image_data/preprocessing_images\nothing\nothing716.jpg,27.0
./image_data/preprocessing_images\A\A364.jpg,0.0
./image_data/preprocessing_images\N\N207.jpg,13.0
./image_data/preprocessing_images\nothing\nothing772.jpg,27.0
./image_data/preprocessing_images\M\M909.jpg,12.0
./image_data/preprocessing_images\J\J505.jpg,9.0
./image_data/preprocessing_images\R\R837.jpg,17.0
./image_data/preprocessing_images\T\T179.jpg,19.0
./image_data/preprocessing_images\A\A484.jpg,0.0
./image_data/preprocessing_images\Y\Y238.jpg,24.0
./image_data/preprocessing_images\I\I752.jpg,8.0
./image_data/preprocessing_images\W\W6.jpg,22.0
./image_data/preprocessing_images\Q\Q506.jpg,16.0
./image_data/preprocessing_images\V\V554.jpg,21.0
./image_data/preprocessing_images\S\S905.jpg,18.0
./image_data/preprocessing_images\G\G793.jpg,6.0
./image_data/preprocessing_images\H\H267.jpg,7.0
./image_data/preprocessing_images\S\S53.jpg,18.0
./image_data/preprocessing_images\space\space639.jpg,28.0
./image_data/preprocessing_images\O\O46.jpg,14.0
./image_data/preprocessing_images\X\X230.jpg,23.0
./image_data/preprocessing_images\del\del189.jpg,26.0
./image_data/preprocessing_images\M\M497.jpg,12.0
./image_data/preprocessing_images\F\F801.jpg,5.0
./image_data/preprocessing_images\S\S364.jpg,18.0
./image_data/preprocessing_images\L\L237.jpg,11.0
./image_data/preprocessing_images\M\M136.jpg,12.0
./image_data/preprocessing_images\Z\Z177.jpg,25.0
./image_data/preprocessing_images\G\G950.jpg,6.0
./image_data/preprocessing_images\C\C917.jpg,2.0
./image_data/preprocessing_images\N\N23.jpg,13.0
./image_data/preprocessing_images\F\F308.jpg,5.0
./image_data/preprocessing_images\U\U572.jpg,20.0
./image_data/preprocessing_images\Q\Q560.jpg,16.0
./image_data/preprocessing_images\del\del478.jpg,26.0
./image_data/preprocessing_images\M\M843.jpg,12.0
./image_data/preprocessing_images\Z\Z553.jpg,25.0
./image_data/preprocessing_images\R\R306.jpg,17.0
./image_data/preprocessing_images\O\O945.jpg,14.0
./image_data/preprocessing_images\R\R869.jpg,17.0
./image_data/preprocessing_images\D\D889.jpg,3.0
./image_data/preprocessing_images\Z\Z989.jpg,25.0
./image_data/preprocessing_images\S\S483.jpg,18.0
./image_data/preprocessing_images\Z\Z793.jpg,25.0
./image_data/preprocessing_images\C\C546.jpg,2.0
./image_data/preprocessing_images\J\J108.jpg,9.0
./image_data/preprocessing_images\X\X202.jpg,23.0
./image_data/preprocessing_images\Y\Y931.jpg,24.0
./image_data/preprocessing_images\A\A559.jpg,0.0
./image_data/preprocessing_images\K\K681.jpg,10.0
./image_data/preprocessing_images\J\J706.jpg,9.0
./image_data/preprocessing_images\I\I6.jpg,8.0
./image_data/preprocessing_images\R\R245.jpg,17.0
./image_data/preprocessing_images\C\C754.jpg,2.0
./image_data/preprocessing_images\M\M394.jpg,12.0
./image_data/preprocessing_images\K\K828.jpg,10.0
./image_data/preprocessing_images\B\B194.jpg,1.0
./image_data/preprocessing_images\J\J245.jpg,9.0
./image_data/preprocessing_images\A\A709.jpg,0.0
./image_data/preprocessing_images\X\X725.jpg,23.0
./image_data/preprocessing_images\O\O826.jpg,14.0
./image_data/preprocessing_images\H\H110.jpg,7.0
./image_data/preprocessing_images\N\N854.jpg,13.0
./image_data/preprocessing_images\B\B521.jpg,1.0
./image_data/preprocessing_images\O\O754.jpg,14.0
./image_data/preprocessing_images\Y\Y383.jpg,24.0
./image_data/preprocessing_images\M\M737.jpg,12.0
./image_data/preprocessing_images\nothing\nothing521.jpg,27.0
./image_data/preprocessing_images\M\M307.jpg,12.0
./image_data/preprocessing_images\L\L21.jpg,11.0
./image_data/preprocessing_images\G\G939.jpg,6.0
./image_data/preprocessing_images\H\H157.jpg,7.0
./image_data/preprocessing_images\W\W3.jpg,22.0
./image_data/preprocessing_images\X\X412.jpg,23.0
./image_data/preprocessing_images\M\M975.jpg,12.0
./image_data/preprocessing_images\P\P278.jpg,15.0
./image_data/preprocessing_images\E\E299.jpg,4.0
./image_data/preprocessing_images\Z\Z358.jpg,25.0
./image_data/preprocessing_images\B\B991.jpg,1.0
./image_data/preprocessing_images\P\P152.jpg,15.0
./image_data/preprocessing_images\Y\Y287.jpg,24.0
./image_data/preprocessing_images\B\B745.jpg,1.0
./image_data/preprocessing_images\F\F853.jpg,5.0
./image_data/preprocessing_images\L\L577.jpg,11.0
./image_data/preprocessing_images\X\X825.jpg,23.0
./image_data/preprocessing_images\S\S436.jpg,18.0
./image_data/preprocessing_images\N\N563.jpg,13.0
./image_data/preprocessing_images\Q\Q177.jpg,16.0
./image_data/preprocessing_images\A\A922.jpg,0.0
./image_data/preprocessing_images\P\P312.jpg,15.0
./image_data/preprocessing_images\T\T299.jpg,19.0
./image_data/preprocessing_images\N\N644.jpg,13.0
./image_data/preprocessing_images\T\T115.jpg,19.0
./image_data/preprocessing_images\O\O929.jpg,14.0
./image_data/preprocessing_images\nothing\nothing336.jpg,27.0
./image_data/preprocessing_images\Z\Z783.jpg,25.0
./image_data/preprocessing_images\Z\Z915.jpg,25.0
./image_data/preprocessing_images\nothing\nothing818.jpg,27.0
./image_data/preprocessing_images\B\B58.jpg,1.0
./image_data/preprocessing_images\Q\Q636.jpg,16.0
./image_data/preprocessing_images\H\H90.jpg,7.0
./image_data/preprocessing_images\Z\Z732.jpg,25.0
./image_data/preprocessing_images\L\L379.jpg,11.0
./image_data/preprocessing_images\H\H647.jpg,7.0
./image_data/preprocessing_images\S\S650.jpg,18.0
./image_data/preprocessing_images\F\F705.jpg,5.0
./image_data/preprocessing_images\G\G237.jpg,6.0
./image_data/preprocessing_images\B\B996.jpg,1.0
./image_data/preprocessing_images\M\M500.jpg,12.0
./image_data/preprocessing_images\U\U292.jpg,20.0
./image_data/preprocessing_images\H\H560.jpg,7.0
./image_data/preprocessing_images\N\N768.jpg,13.0
./image_data/preprocessing_images\Z\Z211.jpg,25.0
./image_data/preprocessing_images\E\E972.jpg,4.0
./image_data/preprocessing_images\O\O491.jpg,14.0
./image_data/preprocessing_images\I\I790.jpg,8.0
./image_data/preprocessing_images\O\O399.jpg,14.0
./image_data/preprocessing_images\Z\Z249.jpg,25.0
./image_data/preprocessing_images\space\space457.jpg,28.0
./image_data/preprocessing_images\I\I353.jpg,8.0
./image_data/preprocessing_images\E\E575.jpg,4.0
./image_data/preprocessing_images\U\U180.jpg,20.0
./image_data/preprocessing_images\X\X133.jpg,23.0
./image_data/preprocessing_images\H\H318.jpg,7.0
./image_data/preprocessing_images\L\L225.jpg,11.0
./image_data/preprocessing_images\space\space500.jpg,28.0
./image_data/preprocessing_images\D\D214.jpg,3.0
./image_data/preprocessing_images\V\V973.jpg,21.0
./image_data/preprocessing_images\M\M429.jpg,12.0
./image_data/preprocessing_images\M\M243.jpg,12.0
./image_data/preprocessing_images\X\X447.jpg,23.0
./image_data/preprocessing_images\A\A859.jpg,0.0
./image_data/preprocessing_images\X\X927.jpg,23.0
./image_data/preprocessing_images\W\W413.jpg,22.0
./image_data/preprocessing_images\U\U960.jpg,20.0
./image_data/preprocessing_images\H\H715.jpg,7.0
./image_data/preprocessing_images\M\M610.jpg,12.0
./image_data/preprocessing_images\L\L6.jpg,11.0
./image_data/preprocessing_images\W\W282.jpg,22.0
./image_data/preprocessing_images\T\T785.jpg,19.0
./image_data/preprocessing_images\Z\Z319.jpg,25.0
./image_data/preprocessing_images\E\E536.jpg,4.0
./image_data/preprocessing_images\U\U211.jpg,20.0
./image_data/preprocessing_images\Z\Z606.jpg,25.0
./image_data/preprocessing_images\N\N217.jpg,13.0
./image_data/preprocessing_images\A\A233.jpg,0.0
./image_data/preprocessing_images\I\I920.jpg,8.0
./image_data/preprocessing_images\B\B352.jpg,1.0
./image_data/preprocessing_images\S\S895.jpg,18.0
./image_data/preprocessing_images\del\del380.jpg,26.0
./image_data/preprocessing_images\F\F353.jpg,5.0
./image_data/preprocessing_images\Y\Y581.jpg,24.0
./image_data/preprocessing_images\L\L524.jpg,11.0
./image_data/preprocessing_images\H\H354.jpg,7.0
./image_data/preprocessing_images\R\R238.jpg,17.0
./image_data/preprocessing_images\L\L103.jpg,11.0
./image_data/preprocessing_images\N\N827.jpg,13.0
./image_data/preprocessing_images\del\del762.jpg,26.0
./image_data/preprocessing_images\F\F886.jpg,5.0
./image_data/preprocessing_images\H\H392.jpg,7.0
./image_data/preprocessing_images\nothing\nothing472.jpg,27.0
./image_data/preprocessing_images\C\C363.jpg,2.0
./image_data/preprocessing_images\J\J874.jpg,9.0
./image_data/preprocessing_images\Z\Z918.jpg,25.0
./image_data/preprocessing_images\I\I439.jpg,8.0
./image_data/preprocessing_images\H\H637.jpg,7.0
./image_data/preprocessing_images\K\K964.jpg,10.0
./image_data/preprocessing_images\del\del555.jpg,26.0
./image_data/preprocessing_images\space\space720.jpg,28.0
./image_data/preprocessing_images\Q\Q813.jpg,16.0
./image_data/preprocessing_images\M\M475.jpg,12.0
./image_data/preprocessing_images\Y\Y157.jpg,24.0
./image_data/preprocessing_images\T\T121.jpg,19.0
./image_data/preprocessing_images\Z\Z324.jpg,25.0
./image_data/preprocessing_images\S\S746.jpg,18.0
./image_data/preprocessing_images\C\C93.jpg,2.0
./image_data/preprocessing_images\O\O114.jpg,14.0
./image_data/preprocessing_images\space\space7.jpg,28.0
./image_data/preprocessing_images\Y\Y408.jpg,24.0
./image_data/preprocessing_images\A\A631.jpg,0.0
./image_data/preprocessing_images\del\del365.jpg,26.0
./image_data/preprocessing_images\X\X195.jpg,23.0
./image_data/preprocessing_images\D\D345.jpg,3.0
./image_data/preprocessing_images\del\del976.jpg,26.0
./image_data/preprocessing_images\G\G857.jpg,6.0
./image_data/preprocessing_images\E\E86.jpg,4.0
./image_data/preprocessing_images\G\G336.jpg,6.0
./image_data/preprocessing_images\space\space882.jpg,28.0
./image_data/preprocessing_images\R\R16.jpg,17.0
./image_data/preprocessing_images\C\C582.jpg,2.0
./image_data/preprocessing_images\C\C703.jpg,2.0
./image_data/preprocessing_images\I\I584.jpg,8.0
./image_data/preprocessing_images\I\I5.jpg,8.0
./image_data/preprocessing_images\nothing\nothing357.jpg,27.0
./image_data/preprocessing_images\J\J796.jpg,9.0
./image_data/preprocessing_images\G\G569.jpg,6.0
./image_data/preprocessing_images\P\P191.jpg,15.0
./image_data/preprocessing_images\A\A833.jpg,0.0
./image_data/preprocessing_images\D\D652.jpg,3.0
./image_data/preprocessing_images\M\M702.jpg,12.0
./image_data/preprocessing_images\F\F830.jpg,5.0
./image_data/preprocessing_images\U\U614.jpg,20.0
./image_data/preprocessing_images\O\O481.jpg,14.0
./image_data/preprocessing_images\A\A179.jpg,0.0
./image_data/preprocessing_images\R\R941.jpg,17.0
./image_data/preprocessing_images\I\I976.jpg,8.0
./image_data/preprocessing_images\Y\Y925.jpg,24.0
./image_data/preprocessing_images\X\X732.jpg,23.0
./image_data/preprocessing_images\O\O421.jpg,14.0
./image_data/preprocessing_images\V\V952.jpg,21.0
./image_data/preprocessing_images\U\U659.jpg,20.0
./image_data/preprocessing_images\Z\Z939.jpg,25.0
./image_data/preprocessing_images\F\F940.jpg,5.0
./image_data/preprocessing_images\G\G693.jpg,6.0
./image_data/preprocessing_images\G\G418.jpg,6.0
./image_data/preprocessing_images\W\W350.jpg,22.0
./image_data/preprocessing_images\Z\Z38.jpg,25.0
./image_data/preprocessing_images\F\F433.jpg,5.0
./image_data/preprocessing_images\F\F320.jpg,5.0
./image_data/preprocessing_images\Y\Y592.jpg,24.0
./image_data/preprocessing_images\Z\Z557.jpg,25.0
./image_data/preprocessing_images\E\E622.jpg,4.0
./image_data/preprocessing_images\B\B147.jpg,1.0
./image_data/preprocessing_images\M\M966.jpg,12.0
./image_data/preprocessing_images\Q\Q833.jpg,16.0
./image_data/preprocessing_images\space\space622.jpg,28.0
./image_data/preprocessing_images\H\H284.jpg,7.0
./image_data/preprocessing_images\E\E774.jpg,4.0
./image_data/preprocessing_images\R\R19.jpg,17.0
./image_data/preprocessing_images\E\E739.jpg,4.0
./image_data/preprocessing_images\H\H972.jpg,7.0
./image_data/preprocessing_images\T\T741.jpg,19.0
./image_data/preprocessing_images\B\B388.jpg,1.0
./image_data/preprocessing_images\E\E704.jpg,4.0
./image_data/preprocessing_images\N\N364.jpg,13.0
./image_data/preprocessing_images\J\J232.jpg,9.0
./image_data/preprocessing_images\T\T625.jpg,19.0
./image_data/preprocessing_images\T\T971.jpg,19.0
./image_data/preprocessing_images\nothing\nothing655.jpg,27.0
./image_data/preprocessing_images\Q\Q444.jpg,16.0
./image_data/preprocessing_images\U\U224.jpg,20.0
./image_data/preprocessing_images\D\D102.jpg,3.0
./image_data/preprocessing_images\M\M600.jpg,12.0
./image_data/preprocessing_images\del\del480.jpg,26.0
./image_data/preprocessing_images\P\P635.jpg,15.0
./image_data/preprocessing_images\E\E310.jpg,4.0
./image_data/preprocessing_images\D\D951.jpg,3.0
./image_data/preprocessing_images\M\M348.jpg,12.0
./image_data/preprocessing_images\H\H283.jpg,7.0
./image_data/preprocessing_images\Y\Y580.jpg,24.0
./image_data/preprocessing_images\C\C415.jpg,2.0
./image_data/preprocessing_images\H\H699.jpg,7.0
./image_data/preprocessing_images\O\O526.jpg,14.0
./image_data/preprocessing_images\D\D782.jpg,3.0
./image_data/preprocessing_images\U\U167.jpg,20.0
./image_data/preprocessing_images\space\space573.jpg,28.0
./image_data/preprocessing_images\S\S241.jpg,18.0
./image_data/preprocessing_images\space\space443.jpg,28.0
./image_data/preprocessing_images\Z\Z846.jpg,25.0
./image_data/preprocessing_images\U\U193.jpg,20.0
./image_data/preprocessing_images\A\A789.jpg,0.0
./image_data/preprocessing_images\F\F994.jpg,5.0
./image_data/preprocessing_images\A\A398.jpg,0.0
./image_data/preprocessing_images\Y\Y112.jpg,24.0
./image_data/preprocessing_images\R\R942.jpg,17.0
./image_data/preprocessing_images\L\L222.jpg,11.0
./image_data/preprocessing_images\O\O756.jpg,14.0
